candidate_id,first_name,last_name,party,status,votes,votes_avec_devolution,elu,elu_suppleant,position,guessed_sex,error_prob,election,circonscription,simplified_party,list_size,list_id,performance
0,Paul,MAGNETTE,PS,effectif,295339,295339,1,0,1,M,0.0004999005879512408,Parlement européen,Collège français,PS,8,491,equal
1,Maria,ARENA,PS,effectif,68981,209799,1,0,2,F,0.0009574737146368362,Parlement européen,Collège français,PS,8,491,equal
2,Hassan,BOUSETTA,PS,effectif,45790,45790,0,0,3,M,0.00017232465965877353,Parlement européen,Collège français,PS,8,491,equal
3,Coline,MAXENCE,PS,effectif,28604,28604,0,0,4,F,4.359768060335778e-05,Parlement européen,Collège français,PS,8,491,worse
4,Olga,ZRIHEN,PS,effectif,26165,26165,0,0,5,F,0.02190974493132758,Parlement européen,Collège français,PS,8,491,worse
5,Amet,GJANAJ,PS,effectif,24377,24377,0,0,6,M,0.0370370370370372,Parlement européen,Collège français,PS,8,491,worse
6,Christelle,MATHIEU,PS,effectif,29783,29783,0,0,7,F,6.413463141785591e-06,Parlement européen,Collège français,PS,8,491,better
7,Jérémy,BRICQ,PS,effectif,24297,24297,0,0,8,M,7.288735987431849e-06,Parlement européen,Collège français,PS,8,491,last
8,Marc,TARABELLA,PS,suppléant,54154,217053,0,1,1,M,0.0006405212935504112,Parlement européen,Collège français,PS,6,509,equal
9,Laurence,ANCIAUX,PS,suppléant,25374,140801,0,1,2,F,0.0008624032690291994,Parlement européen,Collège français,PS,6,509,equal
10,Pierre,HARDY,PS,suppléant,17203,17203,0,1,3,M,0.0008991709339185583,Parlement européen,Collège français,PS,6,509,worse
11,Cassandra,LUONGO,PS,suppléant,19689,19689,0,1,4,F,3.885003884995797e-05,Parlement européen,Collège français,PS,6,509,better
12,Haridi,NIYONZIMA,PS,suppléant,14264,14264,0,1,5,U,1.0,Parlement européen,Collège français,PS,6,509,equal
13,Nermin,CETIN,PS,suppléant,22297,22297,0,1,6,F,0.1728395061728395,Parlement européen,Collège français,PS,6,509,last
14,Marc,BOTENGA,PTB,effectif,68033,177942,1,0,1,M,0.0006405212935504112,Parlement européen,Collège français,PTB & PVDA,8,527,equal
15,Sophie,LECRON,PTB,effectif,34586,40503,0,0,2,F,0.00039272210732999024,Parlement européen,Collège français,PTB & PVDA,8,527,equal
16,Michel,BOISDEQUIN,PTB,effectif,18432,18432,0,0,3,M,0.0001859543629759708,Parlement européen,Collège français,PTB & PVDA,8,527,worse
17,Farah,JACQUET,PTB,effectif,19862,19862,0,0,4,F,0.006991685563114025,Parlement européen,Collège français,PTB & PVDA,8,527,worse
18,Danaé,MICHAUX MAIMONE,PTB,effectif,15279,15279,0,0,5,F,0.0004420866489831532,Parlement européen,Collège français,PTB & PVDA,8,527,worse
19,Mehdi,SALHI,PTB,effectif,29065,29065,0,0,6,M,2.067439889197331e-05,Parlement européen,Collège français,PTB & PVDA,8,527,better
20,Yasmina,MESSAOUDI,PTB,effectif,29347,29347,0,0,7,F,6.437491953137364e-05,Parlement européen,Collège français,PTB & PVDA,8,527,better
21,David,PESTIEAU,PTB,effectif,18317,18317,0,0,8,M,0.00026883760943274826,Parlement européen,Collège français,PTB & PVDA,8,527,last
22,Michaël,VERBAUWHEDE,PTB,suppléant,16613,177013,0,1,1,M,0.0003765748899864363,Parlement européen,Collège français,PTB & PVDA,6,544,equal
23,Rosa,TERRANOVA,PTB,suppléant,14309,14309,0,1,2,F,0.004295796256520434,Parlement européen,Collège français,PTB & PVDA,6,544,equal
24,Jean-Philippe,CAVYN,PTB,suppléant,9709,9709,0,1,3,M,2.1809299485253675e-05,Parlement européen,Collège français,PTB & PVDA,6,544,worse
25,Elisa,MUÑOZ GOMEZ,PTB,suppléant,11992,11992,0,1,4,F,1.9260029660350675e-05,Parlement européen,Collège français,PTB & PVDA,6,544,better
26,Monique,FORGET,PTB,suppléant,11487,11487,0,1,5,F,0.0006225574660707611,Parlement européen,Collège français,PTB & PVDA,6,544,better
27,Luis,CASILLAS Y GOMEZ,PTB,suppléant,11089,11089,0,1,6,M,0.0001011326860840267,Parlement européen,Collège français,PTB & PVDA,6,544,last
28,Benoît,CASSART,DéFI,effectif,22804,22804,0,0,1,M,0.0007880155280531875,Parlement européen,Collège français,DéFI,8,173,equal
29,Caroline,PERSOONS,DéFI,effectif,11392,11392,0,0,2,F,6.6448714881595095e-06,Parlement européen,Collège français,DéFI,8,173,equal
30,Jean-Claude,JAVAUX,DéFI,effectif,6271,6271,0,0,3,M,6.3496901352433355e-06,Parlement européen,Collège français,DéFI,8,173,worse
31,Véronique,LEDERMAN-BUCQUET,DéFI,effectif,5876,5876,0,0,4,F,0.00036880588374044176,Parlement européen,Collège français,DéFI,8,173,worse
32,Paul,CARTUYVELS,DéFI,effectif,4159,4159,0,0,5,M,0.0004999005879512408,Parlement européen,Collège français,DéFI,8,173,worse
33,Yaëlle,PETI,DéFI,effectif,6374,6374,0,0,6,F,0.00019900497512437276,Parlement européen,Collège français,DéFI,8,173,better
34,Margarita,NIKOLOVA,DéFI,effectif,4864,4864,0,0,7,F,0.0018691588785048063,Parlement européen,Collège français,DéFI,8,173,better
35,Olivier,MAINGAIN,DéFI,effectif,34575,34575,0,0,8,M,0.0001923851769035645,Parlement européen,Collège français,DéFI,8,173,last
36,Michele,AMEDEO,DéFI,suppléant,4194,4194,0,0,1,F,0.0030644406303635963,Parlement européen,Collège français,DéFI,6,192,worse
37,Marie,ESTEVES de SOUSA,DéFI,suppléant,3611,3611,0,0,2,F,0.0052196576076449785,Parlement européen,Collège français,DéFI,6,192,worse
38,Christophe,T'SAS,DéFI,suppléant,2653,2653,0,0,3,M,0.0002457324027553831,Parlement européen,Collège français,DéFI,6,192,worse
39,Florence,MASSON,DéFI,suppléant,4756,4756,0,0,4,F,0.0001297698974818129,Parlement européen,Collège français,DéFI,6,192,better
40,Enio,CUCURACHI,DéFI,suppléant,2305,2305,0,0,5,M,0.0036231884057972286,Parlement européen,Collège français,DéFI,6,192,equal
41,Martine,PAYFA,DéFI,suppléant,6101,6101,0,0,6,F,0.00022152880190895452,Parlement européen,Collège français,DéFI,6,192,last
42,Yasmine,DEHAENE - MODRIKAMEN,PARTI POPULAIRE,effectif,19788,19788,0,0,1,F,0.0009278159213211845,Parlement européen,Collège français,Autres,8,439,equal
43,Claude,AGOSTINI,PARTI POPULAIRE,effectif,7704,7704,0,0,2,M,0.0,Parlement européen,Collège français,Autres,8,439,equal
44,Catena,GIUELE,PARTI POPULAIRE,effectif,5354,5354,0,0,3,F,0.02777777777777779,Parlement européen,Collège français,Autres,8,439,worse
45,Francis,COLE,PARTI POPULAIRE,effectif,6033,6033,0,0,4,M,0.00026237167063036804,Parlement européen,Collège français,Autres,8,439,equal
46,Joanna,ZALENSKA,PARTI POPULAIRE,effectif,5512,5512,0,0,5,F,0.0001247660636307657,Parlement européen,Collège français,Autres,8,439,worse
47,Edmond,ALBERT,PARTI POPULAIRE,effectif,5713,5713,0,0,6,M,0.0073490813648293685,Parlement européen,Collège français,Autres,8,439,better
48,Anne-Marie,BOMBAERTS,PARTI POPULAIRE,effectif,6511,6511,0,0,7,F,1.1704530823997139e-05,Parlement européen,Collège français,Autres,8,439,better
49,Ciro,MADDALONI,PARTI POPULAIRE,effectif,4750,4750,0,0,8,M,0.004739336492891044,Parlement européen,Collège français,Autres,8,439,last
50,Carlos,VANDEPONSEELE,PARTI POPULAIRE,suppléant,4393,4393,0,0,1,M,9.645061728402737e-05,Parlement européen,Collège français,Autres,6,457,equal
51,Virginia,MILLAN DE SILVA,PARTI POPULAIRE,suppléant,3745,3745,0,0,2,F,0.00037650602409644573,Parlement européen,Collège français,Autres,6,457,equal
52,Yves,CANTINEAU,PARTI POPULAIRE,suppléant,3361,3361,0,0,3,M,0.0009233674447020057,Parlement européen,Collège français,Autres,6,457,equal
53,Maria,MALILLOS CARRERA,PARTI POPULAIRE,suppléant,2969,2969,0,0,4,F,0.0009574737146368362,Parlement européen,Collège français,Autres,6,457,equal
54,Modesto,CHAO FERNANDES,PARTI POPULAIRE,suppléant,2376,2376,0,0,5,M,0.013698630136986356,Parlement européen,Collège français,Autres,6,457,equal
55,Jeannine,COLLETTE,PARTI POPULAIRE,suppléant,5930,5930,0,0,6,F,1.6516640515162884e-05,Parlement européen,Collège français,Autres,6,457,last
56,Olivier,CHASTEL,MR,effectif,123331,156885,1,0,1,M,0.0001923851769035645,Parlement européen,Collège français,MR,8,330,equal
57,Frédérique,RIES,MR,effectif,111477,156885,1,0,2,F,0.008030345829466157,Parlement européen,Collège français,MR,8,330,equal
58,Nicolas,BARNIER,MR,effectif,24588,69925,0,0,3,M,0.0003147561135800059,Parlement européen,Collège français,MR,8,330,worse
59,Christine,GONAY,MR,effectif,26157,26157,0,0,4,F,0.0001016271228272414,Parlement européen,Collège français,MR,8,330,equal
60,Denis,COLLARD,MR,effectif,27823,27823,0,0,5,M,0.00044830855387423263,Parlement européen,Collège français,MR,8,330,better
61,Laura,HIDALGO,MR,effectif,24418,24418,0,0,6,F,0.00017795559701039299,Parlement européen,Collège français,MR,8,330,equal
62,Maxime,DEGEY,MR,effectif,19335,19335,0,0,7,M,0.006914169248626756,Parlement européen,Collège français,MR,8,330,equal
63,Charlotte,DEBORSU,MR,effectif,33558,33558,0,0,8,F,7.23240115719781e-05,Parlement européen,Collège français,MR,8,330,last
64,Valérie,GLATIGNY,MR,suppléant,19165,156885,0,1,1,F,0.00047842693224675603,Parlement européen,Collège français,MR,6,348,equal
65,Christophe,DISTER,MR,suppléant,14027,86666,0,1,2,M,0.0002457324027553831,Parlement européen,Collège français,MR,6,348,worse
66,Jean-Jacques,FLAHAUX,MR,suppléant,14259,14259,0,1,3,M,1.940202945238667e-05,Parlement européen,Collège français,MR,6,348,equal
67,Géraldine,DESILLE,MR,suppléant,16548,16548,0,1,4,F,2.2842001873191187e-05,Parlement européen,Collège français,MR,6,348,better
68,Jean-Claude,JADOT,MR,suppléant,13865,13865,0,1,5,M,6.3496901352433355e-06,Parlement européen,Collège français,MR,6,348,equal
69,Françoise,BERTIEAUX,MR,suppléant,22828,22828,0,1,6,F,8.335443910478801e-05,Parlement européen,Collège français,MR,6,348,last
70,Benoît,LUTGEN,CDH,effectif,95783,109039,1,0,1,M,0.0007880155280531875,Parlement européen,Collège français,CDH,8,59,equal
71,Brigitte,AUBERT-VERHELLE,CDH,effectif,20452,56328,0,0,2,F,0.0005636749575975708,Parlement européen,Collège français,CDH,8,59,equal
72,Mounir,LAARISSI,CDH,effectif,14355,14355,0,0,3,M,0.0001597444089456168,Parlement européen,Collège français,CDH,8,59,worse
73,Andréa,KALUBI,CDH,effectif,14637,14637,0,0,4,F,0.0,Parlement européen,Collège français,CDH,8,59,equal
74,Isabelle,SÉNÉPART,CDH,effectif,15277,15277,0,0,5,F,0.00014883823488875958,Parlement européen,Collège français,CDH,8,59,better
75,Franco,MENCACCINI,CDH,effectif,10880,10880,0,0,6,M,0.0004728132387707973,Parlement européen,Collège français,CDH,8,59,worse
76,Ghislaine,BOSLY-VANHALEWYN,CDH,effectif,12083,12083,0,0,7,F,1.7472437230381388e-05,Parlement européen,Collège français,CDH,8,59,better
77,François-Xavier,BLANPAIN,CDH,effectif,13420,13420,0,0,8,M,0.0001366120218579958,Parlement européen,Collège français,CDH,8,59,last
78,Cédric,DU MONCEAU,CDH,suppléant,13143,102726,0,1,1,M,6.370887592033192e-06,Parlement européen,Collège français,CDH,6,77,equal
79,Savine,MOUCHERON,CDH,suppléant,10136,10136,0,1,2,F,0.00520833333333337,Parlement européen,Collège français,CDH,6,77,worse
80,Pierre,ERLER,CDH,suppléant,7847,7847,0,1,3,M,0.0008991709339185583,Parlement européen,Collège français,CDH,6,77,worse
81,Juliette,SCHUMACHER,CDH,suppléant,11223,11223,0,1,4,F,1.0196382323579556e-05,Parlement européen,Collège français,CDH,6,77,better
82,Raymond,LANGENDRIES,CDH,suppléant,12261,12261,0,1,5,M,0.0010674286465004457,Parlement européen,Collège français,CDH,6,77,better
83,Marie-Dominique,SIMONET,CDH,suppléant,23548,23548,0,1,6,F,0.00018224895206842007,Parlement européen,Collège français,CDH,6,77,last
84,Philippe,LAMBERTS,ECOLO,effectif,115922,161885,1,0,1,M,0.00028282970140980357,Parlement européen,Collège français,ECOLO,8,212,equal
85,Saskia,BRICMONT,ECOLO,effectif,57261,155571,1,0,2,F,0.000889679715302405,Parlement européen,Collège français,ECOLO,8,212,equal
86,Olivier,DE SCHUTTER,ECOLO,effectif,54830,54830,0,0,3,M,0.0001923851769035645,Parlement européen,Collège français,ECOLO,8,212,equal
87,Malika,HAMZA,ECOLO,effectif,42239,42239,0,0,4,F,4.182875308478273e-05,Parlement européen,Collège français,ECOLO,8,212,equal
88,Arthur,LAMBERT,ECOLO,effectif,22095,22095,0,0,5,M,0.00040235376955199964,Parlement européen,Collège français,ECOLO,8,212,worse
89,Esther,BOLLENDORFF,ECOLO,effectif,28113,28113,0,0,6,F,0.0028066594373924447,Parlement européen,Collège français,ECOLO,8,212,better
90,Romain,GAUDRON,ECOLO,effectif,20090,20090,0,0,7,M,0.00033956032083304333,Parlement européen,Collège français,ECOLO,8,212,equal
91,Stéphanie,LEPCZYNSKI,ECOLO,effectif,32134,32134,0,0,8,F,0.0001862094941448289,Parlement européen,Collège français,ECOLO,8,212,last
92,Nicole,DEWANDRE,ECOLO,suppléant,21684,161885,0,1,1,F,0.0014254536439818333,Parlement européen,Collège français,ECOLO,6,231,equal
93,Dominique,PERRIN,ECOLO,suppléant,14646,91340,0,1,2,M,0.4209874667679453,Parlement européen,Collège français,ECOLO,6,231,worse
94,Cécilia,TORRES,ECOLO,suppléant,19816,19816,0,1,3,F,5.179468586524738e-05,Parlement européen,Collège français,ECOLO,6,231,equal
95,Luc,DE BRABANDERE,ECOLO,suppléant,14742,14742,0,1,4,M,0.001516807202387782,Parlement européen,Collège français,ECOLO,6,231,equal
96,Evelyne,HUYTEBROECK,ECOLO,suppléant,21518,21518,0,1,5,F,8.03755144040963e-06,Parlement européen,Collège français,ECOLO,6,231,better
97,Patrick,DUPRIEZ,ECOLO,suppléant,20793,20793,0,1,6,M,5.330111576995478e-05,Parlement européen,Collège français,ECOLO,6,231,last
98,Christophe,CALIS,Volt,effectif,2517,2517,0,0,1,M,0.0002457324027553831,Parlement européen,Collège néerlandais,Autres,11,653,equal
99,Marcela,VÁLKOVÁ,Volt,effectif,1319,1319,0,0,2,F,0.013513513513513598,Parlement européen,Collège néerlandais,Autres,11,653,worse
100,Patrick,CLERENS,Volt,effectif,719,719,0,0,3,M,5.330111576995478e-05,Parlement européen,Collège néerlandais,Autres,11,653,worse
101,Kathrine,RICHTER,Volt,effectif,1211,1211,0,0,4,F,0.02127659574468077,Parlement européen,Collège néerlandais,Autres,11,653,worse
102,Arnold,COPPIETERS,Volt,effectif,743,743,0,0,5,M,0.0004755111745126106,Parlement européen,Collège néerlandais,Autres,11,653,worse
103,Marescha,MUYS,Volt,effectif,938,938,0,0,6,F,0.0,Parlement européen,Collège néerlandais,Autres,11,653,worse
104,Jean-Marc,FOBE,Volt,effectif,747,747,0,0,7,M,1.1048991227169402e-05,Parlement européen,Collège néerlandais,Autres,11,653,worse
105,Julie,VAN GELUWE,Volt,effectif,1381,1381,0,0,8,F,0.0003028627743192347,Parlement européen,Collège néerlandais,Autres,11,653,better
106,Glenn,VAN HERREWEGE,Volt,effectif,1054,1054,0,0,9,M,0.008107265357031546,Parlement européen,Collège néerlandais,Autres,11,653,better
107,Jessica,AMENDOLARA,Volt,effectif,1303,1303,0,0,10,F,1.3752509833042659e-05,Parlement européen,Collège néerlandais,Autres,11,653,better
108,Jan-Baptist,LEMAIRE,Volt,effectif,1427,1427,0,0,11,M,0.0,Parlement européen,Collège néerlandais,Autres,11,653,last
109,Herman,MEULDERMANS,Volt,suppléant,608,608,0,0,1,M,0.0021186440677966045,Parlement européen,Collège néerlandais,Autres,6,655,worse
110,Veronica,FAVALLI,Volt,suppléant,691,691,0,0,2,F,0.0008403361344537785,Parlement européen,Collège néerlandais,Autres,6,655,equal
111,Mulazim,KHAN,Volt,suppléant,607,607,0,0,3,U,1.0,Parlement européen,Collège néerlandais,Autres,6,655,worse
112,Melissa,JACOB,Volt,suppléant,908,908,0,0,4,F,1.4047706009545635e-05,Parlement européen,Collège néerlandais,Autres,6,655,better
113,Bart,GEORGE,Volt,suppléant,586,586,0,0,5,M,0.0014388489208632116,Parlement européen,Collège néerlandais,Autres,6,655,equal
114,Anna,JORNA,Volt,suppléant,2104,2104,0,0,6,F,1.5308309350370308e-05,Parlement européen,Collège néerlandais,Autres,6,655,last
115,Kathleen,VAN BREMPT,sp.a,effectif,127053,217001,1,0,1,F,0.00018382352941181956,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,equal
116,Jan,CORNILLIE,sp.a,effectif,28329,54862,0,0,2,M,0.0003228931223764331,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,worse
117,Oona,WYNS,sp.a,effectif,26817,26817,0,0,3,F,0.000605326876513157,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,worse
118,Kenan,AKYIL,sp.a,effectif,34656,34656,0,0,4,M,0.0002893518518519711,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,better
119,Nora,MOUALLALI,sp.a,effectif,34428,34428,0,0,5,F,0.0002288765973680329,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,better
120,Edwin,KORVER,sp.a,effectif,16045,16045,0,0,6,M,0.00031191515907680323,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,worse
121,Pritty,KAUR,sp.a,effectif,18171,18171,0,0,7,F,0.0,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,worse
122,Stef,GROSJEAN,sp.a,effectif,15844,15844,0,0,8,M,0.0004310344827586077,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,worse
123,Jurgen,VANLERBERGHE,sp.a,effectif,18956,18956,0,0,9,M,0.0018832391713747842,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,better
124,Pia,DESMET,sp.a,effectif,21412,21412,0,0,10,F,0.0003367003367004129,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,better
125,Monica,DE CONINCK,sp.a,effectif,29150,29150,0,0,11,F,0.000358937544867155,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,better
126,Dirk,VAN DER MAELEN,sp.a,effectif,33372,33372,0,0,12,M,0.008130081300813052,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),12,680,last
127,Tine,SOENS,sp.a,suppléant,23864,213903,0,1,1,F,0.0008375209380235837,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,equal
128,Hannes,DE GEEST,sp.a,suppléant,13378,13378,0,1,2,M,0.0011467889908256534,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,worse
129,Kaoutar,OULICHKI,sp.a,suppléant,17158,17158,0,1,3,F,0.0039447731755424265,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,better
130,Maxim,VANDEKERCKHOVE,sp.a,suppléant,13161,13161,0,1,4,M,0.00130804447351196,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,worse
131,Yana,GIOVANIS,sp.a,suppléant,13670,13670,0,1,5,F,0.0003559985760055451,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,better
132,Karina,MARTE PEREYRA,sp.a,suppléant,13667,13667,0,1,6,F,0.00038880248833594866,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,better
133,Bert,ANCIAUX,sp.a,suppléant,23070,23070,0,1,7,M,0.0011013215859030367,Parlement européen,Collège néerlandais,sp.a (+ one.brussels),7,691,last
134,Petra,DE SUTTER,GROEN,effectif,143377,262954,1,0,1,F,0.002680965147453196,Parlement européen,Collège néerlandais,GROEN,12,250,equal
135,Bart,STAES,GROEN,effectif,83749,110129,0,0,2,M,0.0014388489208632116,Parlement européen,Collège néerlandais,GROEN,12,250,equal
136,Omar,BA,GROEN,effectif,35035,35035,0,0,3,M,8.002560819464488e-05,Parlement européen,Collège néerlandais,GROEN,12,250,worse
137,Catherine,VERFAILLIE,GROEN,effectif,41120,41120,0,0,4,F,0.00034903234273298,Parlement européen,Collège néerlandais,GROEN,12,250,better
138,Paola,TRAVELLA,GROEN,effectif,30580,30580,0,0,5,F,0.00011042402826855202,Parlement européen,Collège néerlandais,GROEN,12,250,worse
139,Rik,JELLEMA,GROEN,effectif,16124,16124,0,0,6,M,0.0007930214115779988,Parlement européen,Collège néerlandais,GROEN,12,250,worse
140,Matti,VANDEMAELE,GROEN,effectif,18330,18330,0,0,7,M,0.0444444444444444,Parlement européen,Collège néerlandais,GROEN,12,250,worse
141,Leyla,CALISKAN,GROEN,effectif,37799,37799,0,0,8,F,0.0002729257641920224,Parlement européen,Collège néerlandais,GROEN,12,250,better
142,Herlinde,VANHOOYDONCK,GROEN,effectif,26072,26072,0,0,9,F,0.02857142857142858,Parlement européen,Collège néerlandais,GROEN,12,250,better
143,Dirk,VANSINTJAN,GROEN,effectif,17896,17896,0,0,10,M,0.008130081300813052,Parlement européen,Collège néerlandais,GROEN,12,250,equal
144,Els,GOSSÉ,GROEN,effectif,29040,29040,0,0,11,F,0.006849315068493178,Parlement européen,Collège néerlandais,GROEN,12,250,better
145,Michel,BAUWENS,GROEN,effectif,17915,17915,0,0,12,M,0.0001859543629759708,Parlement européen,Collège néerlandais,GROEN,12,250,last
146,Sara,MATTHIEU,GROEN,suppléant,27476,262954,0,1,1,F,0.0007971303308091926,Parlement européen,Collège néerlandais,GROEN,7,262,equal
147,Thomas,JANS,GROEN,suppléant,11824,16925,0,1,2,M,0.0007604425051147556,Parlement européen,Collège néerlandais,GROEN,7,262,worse
148,Wim,BORREMANS,GROEN,suppléant,11065,11065,0,1,3,M,0.003039513677811634,Parlement européen,Collège néerlandais,GROEN,7,262,worse
149,Violet,OLOIBIRI,GROEN,suppléant,18264,18264,0,1,4,F,0.010101010101010055,Parlement européen,Collège néerlandais,GROEN,7,262,better
150,Jordy,SABELS,GROEN,suppléant,10258,10258,0,1,5,M,0.00016501650165001713,Parlement européen,Collège néerlandais,GROEN,7,262,equal
151,Jorge,LUYTS,GROEN,suppléant,9964,9964,0,1,6,M,0.00037009622501837924,Parlement européen,Collège néerlandais,GROEN,7,262,equal
152,Magda,AELVOET,GROEN,suppléant,24760,24760,0,1,7,F,0.0010438413361167909,Parlement européen,Collège néerlandais,GROEN,7,262,last
153,Line,DE WITTE,PVDA,effectif,49854,49854,0,0,1,F,7.211365111403634e-05,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,equal
154,Rik,VERMEERSCH,PVDA,effectif,14161,14161,0,0,2,M,0.0007930214115779988,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
155,Janneke,RONSE,PVDA,effectif,13351,13351,0,0,3,F,0.012658227848101222,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
156,Peter,VITS,PVDA,effectif,12559,12559,0,0,4,M,0.00018152114721359247,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
157,Naomi,STOCKER,PVDA,effectif,12568,12568,0,0,5,F,0.0020698344132468183,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
158,Farid,DARMACH,PVDA,effectif,19179,19179,0,0,6,M,5.510856387080931e-05,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,better
159,Lieve,PEETERS,PVDA,effectif,15955,15955,0,0,7,F,0.008620689655172376,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,better
160,Feride,KARKI,PVDA,effectif,12323,12323,0,0,8,F,0.006060606060605989,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
161,Johan,TACKX,PVDA,effectif,8472,8472,0,0,9,M,0.0024337097093696247,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,worse
162,Iman,BEN MADHKOUR,PVDA,effectif,19026,19026,0,0,10,F,0.060899111343439616,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,better
163,Luk,VANDENHOECK,PVDA,effectif,8611,8611,0,0,11,M,0.013513513513513598,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,better
164,Jef,MAMPUYS,PVDA,effectif,9836,9836,0,0,12,M,0.00040567951318459805,Parlement européen,Collège néerlandais,PTB & PVDA,12,568,last
165,Aurélie,DECOENE,PVDA,suppléant,11129,11129,0,0,1,F,0.00038326519729836583,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,equal
166,Tim,JOYE,PVDA,suppléant,6974,6974,0,0,2,M,0.0001027115858668326,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,worse
167,Dennis,LAUWERS,PVDA,suppléant,6284,6284,0,0,3,M,0.0007651109410864443,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,worse
168,Julie,STEENDAM,PVDA,suppléant,7812,7812,0,0,4,F,0.0003028627743192347,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,better
169,Toon,DANHIEUX,PVDA,suppléant,5663,5663,0,0,5,M,0.0005899705014748013,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,worse
170,Marleen,POLLET,PVDA,suppléant,7469,7469,0,0,6,F,0.010526315789473606,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,better
171,Tony,FONTEYNE,PVDA,suppléant,6757,6757,0,0,7,M,0.0006777954219759907,Parlement européen,Collège néerlandais,PTB & PVDA,7,580,last
172,Kris,PEETERS,CD&V,effectif,256822,256822,1,0,1,M,0.0482062780269058,Parlement européen,Collège néerlandais,CD&V,12,32,equal
173,Cindy,FRANSSEN,CD&V,effectif,50014,176073,1,0,2,F,0.0003393071963971872,Parlement européen,Collège néerlandais,CD&V,12,32,worse
174,Peter,VAN KEMSEKE,CD&V,effectif,23551,23551,0,0,3,M,0.00018152114721359247,Parlement européen,Collège néerlandais,CD&V,12,32,worse
175,Jan,DE KEYSER,CD&V,effectif,29560,29560,0,0,4,M,0.0003228931223764331,Parlement européen,Collège néerlandais,CD&V,12,32,equal
176,Brigitte,BALFOORT,CD&V,effectif,28613,28613,0,0,5,F,0.0005636749575975708,Parlement européen,Collège néerlandais,CD&V,12,32,equal
177,Brigitte,MOULIGNEAU,CD&V,effectif,20349,20349,0,0,6,F,0.0005636749575975708,Parlement européen,Collège néerlandais,CD&V,12,32,worse
178,Amina,LUTUMBA NDOY,CD&V,effectif,23053,23053,0,0,7,F,6.476264490640204e-05,Parlement européen,Collège néerlandais,CD&V,12,32,worse
179,Bekir,KABLAN,CD&V,effectif,21442,21442,0,0,8,M,0.002272727272727204,Parlement européen,Collège néerlandais,CD&V,12,32,worse
180,Trees,VAN EYKEREN,CD&V,effectif,21549,21549,0,0,9,F,0.022222222222222365,Parlement européen,Collège néerlandais,CD&V,12,32,equal
181,Jean,DE BÉTHUNE,CD&V,effectif,28218,28218,0,0,10,M,0.0003584698073731962,Parlement européen,Collège néerlandais,CD&V,12,32,better
182,Ivo,BELET,CD&V,effectif,72030,72030,0,0,11,M,0.002873563218390829,Parlement européen,Collège néerlandais,CD&V,12,32,better
183,Marianne,THYSSEN,CD&V,effectif,116344,116344,0,0,12,F,2.9000638014031743e-05,Parlement européen,Collège néerlandais,CD&V,12,32,last
184,Tom,VANDENKENDELAERE,CD&V,suppléant,34152,205884,0,1,1,M,6.319581222402615e-05,Parlement européen,Collège néerlandais,CD&V,7,45,equal
185,Liesbeth,MARIS,CD&V,suppléant,21113,125420,0,1,2,F,0.0027548209366391463,Parlement européen,Collège néerlandais,CD&V,7,45,equal
186,Jan,DE VOLDER,CD&V,suppléant,12931,12931,0,1,3,M,0.0003228931223764331,Parlement européen,Collège néerlandais,CD&V,7,45,worse
